id_detalle,id_venta,id_producto,cantidad,precio_unitario
1150,1451,159,2,8550
1151,1451,114,4,16260
1152,1452,138,1,26510
1153,1452,114,1,16260
1154,1453,106,1,141560
1155,1453,102,1,103870
1156,1454,126,1,15700
1157,1454,141,1,55410
1158,1454,118,7,70880
1159,1455,126,4,15700
1160,1455,156,1,22190
1161,1455,106,2,141560
1162,1456,146,1,44930
1163,1456,127,1,5040
1164,1456,122,2,4980
1165,1457,141,2,61570
1166,1458,104,2,160260
1167,1458,129,2,24610
1168,1459,125,2,12090
1169,1459,143,1,28880
1170,1460,137,1,13760
1171,1460,107,2,146400
1172,1461,118,4,70880
1173,1461,157,1,10420
1174,1461,119,1,26600
1175,1461,156,2,24660
1176,1462,135,2,35380
1177,1462,114,2,16260
1178,1462,101,1,32640
1179,1463,107,2,146400
1180,1463,116,1,17300
1181,1463,129,6,27340
1182,1464,114,4,16260
1183,1464,107,3,146400
1184,1464,142,3,38730
1185,1465,158,7,27730
1186,1465,136,1,23180
1187,1466,128,1,6900
1188,1466,158,2,27730
1189,1466,146,2,44930
1190,1467,114,2,16260
1191,1468,145,1,60450
1192,1468,108,1,28700
1193,1468,114,1,16260
1194,1469,143,1,28880
1195,1469,136,1,20870
1196,1469,101,2,32640
1197,1470,143,2,25990
1198,1471,123,2,6070
1199,1471,101,1,32640
1200,1471,152,2,35360
1201,1472,128,1,6900
1202,1472,151,3,6360
1203,1472,152,1,39280
1204,1473,117,7,28010
1205,1473,129,3,25970
1206,1473,101,1,32640
1207,1474,156,2,24660
1208,1475,154,1,4140
1209,1475,126,1,15700
1210,1476,122,1,4980
1211,1476,156,1,24660
1212,1476,105,2,152240
1213,1476,101,1,32640
1214,1477,123,2,6750
1215,1477,117,4,29480
1216,1478,108,4,28700
1217,1478,109,1,124160
1218,1478,126,1,15700
1219,1479,146,4,44930
1220,1479,121,1,11530
1221,1479,127,1,5040
1222,1480,128,1,6900
1223,1480,126,2,15700
1224,1480,131,1,35060
1225,1481,114,1,16260
1226,1481,152,3,39280
1227,1482,152,1,39280
1228,1482,144,3,40300
1229,1483,114,1,16260
1230,1483,116,2,17300
1231,1484,123,1,6750
1232,1484,101,1,32640
1233,1484,107,1,146400
1234,1485,123,2,6750
1235,1485,145,2,60450
1236,1485,125,1,10880
1237,1486,152,1,39280
1238,1486,101,3,32640
1239,1486,143,3,28880
1240,1487,143,1,28880
1241,1488,126,1,15700
1242,1488,158,1,27730
1243,1489,127,1,5040
1244,1489,151,1,6360
1245,1489,147,1,63270
1246,1490,121,1,10380
1247,1490,146,2,44930
1248,1490,117,2,28010
1249,1491,103,1,120030
1250,1491,128,7,6900
1251,1491,101,2,32640
1252,1491,159,1,8550
1253,1492,139,2,19000
1254,1492,118,1,70880
1255,1493,125,2,10880
1256,1493,152,1,39280
1257,1493,101,1,32640
1258,1494,159,2,8550
1259,1494,125,1,12090
1260,1494,158,4,26340
1261,1495,111,4,20710
1262,1495,159,1,8120
1263,1496,127,1,4780
1264,1496,157,1,9900
1265,1497,121,1,11530
1266,1497,102,2,103870
1267,1498,156,1,24660
1268,1498,154,1,4140
1269,1498,158,1,26340
1270,1498,125,1,12090
1271,1498,117,2,29480
1272,1499,143,1,28880
1273,1499,111,1,20710
1274,1500,102,2,103870
1275,1500,122,1,4980
1276,1500,125,3,12090
1277,1500,105,1,152240
1278,1501,159,1,8550
1279,1501,125,6,12090
1280,1502,107,2,139080
1281,1502,113,4,69470
1282,1502,129,1,27340
1283,1503,123,1,6410
1284,1503,112,2,27970
1285,1503,107,3,139080
1286,1504,119,1,26600
1287,1504,144,2,40300
1288,1505,142,1,34860
1289,1505,121,2,11530
1290,1506,118,2,70880
1291,1506,159,1,8550
1292,1506,156,1,24660
1293,1507,122,1,4980
1294,1507,126,1,15700
1295,1507,101,1,32640
1296,1507,125,1,12090
1297,1508,156,1,24660
1298,1508,158,3,27730
1299,1508,126,1,15700
1300,1508,101,2,32640
1301,1509,144,2,40300
1302,1509,105,3,152240
1303,1509,107,1,146400
1304,1509,125,3,12090
1305,1510,147,1,70300
1306,1510,105,3,144630
1307,1510,136,3,23180
1308,1511,152,1,39280
1309,1511,108,1,28700
1310,1511,143,3,28880
1311,1512,146,2,44930
1312,1512,121,1,11530
1313,1512,156,2,23420
1314,1513,101,2,32640
1315,1513,103,1,126350
1316,1513,147,2,70300
1317,1514,133,1,52080
1318,1514,121,2,11530
1319,1514,101,1,32640
1320,1515,143,2,28880
1321,1515,106,1,141560
1322,1515,105,1,137020
1323,1515,128,5,6900
1324,1516,101,2,32640
1325,1516,143,2,28880
1326,1517,107,1,146400
1327,1517,152,5,39280
1328,1517,143,2,28880
1329,1518,105,2,144630
1330,1519,114,1,16260
1331,1520,154,1,4140
1332,1520,108,1,28700
1333,1520,104,2,160260
1334,1521,107,2,146400
1335,1521,119,1,26600
1336,1522,121,1,11530
1337,1522,159,1,8550
1338,1523,126,1,15700
1339,1523,125,6,12090
1340,1523,146,3,44930
1341,1524,125,1,12090
1342,1525,114,2,16260
1343,1525,144,1,40300
1344,1526,153,1,49660
1345,1526,114,1,16260
1346,1526,122,2,4980
1347,1526,131,2,35060
1348,1527,128,2,6210
1349,1528,153,2,49660
1350,1528,156,2,24660
1351,1528,111,3,20710
1352,1529,107,1,146400
1353,1529,114,5,16260
1354,1529,112,2,27970
1355,1530,111,1,20710
1356,1530,102,4,103870
1357,1530,115,2,26410
1358,1531,141,8,61570
1359,1531,123,1,6750
1360,1531,148,1,44900
1361,1531,107,1,146400
1362,1532,152,1,39280
1363,1532,159,1,8550
1364,1532,154,1,4140
1365,1532,114,1,16260
1366,1533,122,2,4980
1367,1533,128,1,6900
1368,1534,157,1,10420
1369,1535,101,5,32640
1370,1535,105,2,152240
1371,1536,103,3,126350
1372,1536,143,5,28880
1373,1537,146,2,44930
1374,1537,105,1,152240
1375,1537,156,1,24660
1376,1537,102,3,103870
1377,1538,122,2,4980
1378,1538,125,1,12090
1379,1538,105,1,152240
1380,1539,103,3,126350
1381,1540,143,1,25990
1382,1540,108,1,28700
1383,1540,102,3,103870
1384,1541,126,2,15700
1385,1541,115,1,26410
1386,1542,155,2,65170
1387,1542,121,1,11530
1388,1543,141,1,61570
1389,1543,156,1,23420
1390,1544,107,1,146400
1391,1544,101,1,32640
1392,1545,107,1,146400
1393,1545,126,2,15700
1394,1546,123,1,6750
1395,1546,114,2,16260
1396,1546,124,1,3060
1397,1546,134,2,30640
1398,1547,152,1,39280
1399,1548,109,2,124160
1400,1549,107,2,146400
1401,1549,112,6,27970
1402,1550,142,1,38730
1403,1550,125,1,12090
1404,1550,114,1,16260
1405,1551,121,1,11160
1406,1552,134,1,32600
1407,1552,157,4,11200
1408,1552,131,1,36900
1409,1552,126,1,16700
1410,1553,125,1,13000
1411,1553,145,7,65000
1412,1553,159,2,9000
1413,1554,152,2,42700
1414,1554,148,1,48800
1415,1554,125,1,12350
1416,1555,122,4,5300
1417,1555,145,3,65000
1418,1556,154,2,4400
1419,1556,125,1,13000
1420,1556,157,1,11200
1421,1556,128,2,7500
1422,1557,125,1,13000
1423,1557,157,2,11200
1424,1558,108,1,31200
1425,1558,157,5,11200
1426,1558,136,1,25200
1427,1558,141,7,66200
1428,1559,101,1,35100
1429,1560,152,2,42700
1430,1561,105,4,163700
1431,1562,133,3,56000
1432,1562,105,4,155520
1433,1562,114,2,17300
1434,1562,126,3,16700
1435,1563,107,1,154100
1436,1563,146,1,47800
1437,1564,126,2,16700
1438,1565,106,2,150600
1439,1565,128,1,7500
1440,1565,143,3,28880
1441,1566,105,2,163700
1442,1566,108,2,31200
1443,1567,153,2,53400
1444,1567,102,2,110500
1445,1567,152,1,42700
1446,1568,107,2,154100
1447,1568,135,2,39200
1448,1568,151,2,6700
1449,1569,129,1,29400
1450,1570,138,2,28200
1451,1570,108,2,31200
1452,1571,103,1,119700
1453,1571,109,1,120150
1454,1571,153,1,53400
1455,1572,114,2,17300
1456,1572,152,1,42700
1457,1573,101,2,35100
1458,1573,111,1,21800
1459,1573,145,2,65000
1460,1574,117,1,31700
1461,1574,123,1,7100
1462,1575,123,1,7100
1463,1576,137,3,14800
1464,1577,107,1,154100
1465,1577,154,3,4400
1466,1578,154,1,4400
1467,1578,126,1,16700
1468,1578,125,2,13000
1469,1579,156,1,26800
1470,1579,103,1,133000
1471,1580,126,2,16700
1472,1580,139,3,18000
1473,1580,114,1,15570
1474,1581,126,2,16700
1475,1581,142,1,41200
1476,1581,119,1,28000
1477,1582,156,5,26800
1478,1582,103,2,119700
1479,1582,114,2,17300
1480,1583,159,1,9000
1481,1583,128,1,7500
1482,1584,151,2,6700
1483,1584,148,3,48800
1484,1584,111,1,21800
1485,1585,103,2,133000
1486,1585,112,2,30400
1487,1585,143,2,30400
1488,1586,107,1,146400
1489,1586,103,1,126350
1490,1586,125,7,13000
1491,1587,114,3,17300
1492,1587,143,2,30400
1493,1588,156,1,26800
1494,1588,125,1,13000
1495,1589,115,7,27800
1496,1590,112,6,30400
1497,1590,154,3,4400
1498,1591,153,4,53400
1499,1591,114,2,15570
1500,1592,156,2,25460
1501,1593,156,5,26800
1502,1593,117,1,31700
1503,1594,146,6,47800
1504,1594,153,2,53400
1505,1594,114,1,17300
1506,1594,156,1,26800
1507,1595,107,4,154100
1508,1595,126,1,15030
1509,1596,106,3,150600
1510,1596,101,5,35100
1511,1596,125,1,12350
1512,1597,111,1,21800
1513,1597,102,1,110500
1514,1597,122,1,5300
1515,1598,126,3,16700
1516,1598,143,4,30400
1517,1599,119,1,28000
1518,1599,136,1,25200
1519,1600,141,1,66200
1520,1601,107,2,154100
1521,1601,158,3,29500
1522,1602,158,1,28020
1523,1602,139,1,20000
1524,1603,121,8,12400
1525,1603,157,1,10080
1526,1604,123,2,6740
1527,1604,137,3,14800
1528,1605,121,1,12400
1529,1605,152,3,42700
1530,1605,114,2,17300
1531,1605,143,4,30400
1532,1606,119,1,28000
1533,1606,159,1,9000
1534,1607,126,3,16700
1535,1607,159,1,9000
1536,1608,145,7,65000
1537,1608,119,2,28000
1538,1608,131,1,36900
1539,1609,121,1,12400
1540,1609,115,1,27800
1541,1609,109,1,133500
1542,1610,118,1,75400
1543,1610,134,1,32600
1544,1611,107,1,138690
1545,1611,136,2,25200
1546,1611,111,2,21800
1547,1612,156,3,26800
1548,1612,159,6,9000
1549,1612,157,1,11200
1550,1612,101,1,35100
1551,1613,151,3,6700
1552,1613,125,2,13000
1553,1614,125,1,11700
1554,1614,138,1,28200
1555,1614,126,2,16700
1556,1614,158,2,29500
1557,1615,114,6,17300
1558,1615,152,1,38430
1559,1616,129,2,29400
1560,1616,159,3,9000
1561,1617,134,2,32600
1562,1617,137,2,14800
1563,1617,126,1,16700
1564,1617,119,1,28000
1565,1618,125,1,13000
1566,1618,105,2,163700
1567,1618,132,4,16800
1568,1619,115,2,27800
1569,1619,155,1,68600
1570,1619,138,1,28200
1571,1620,153,1,53400
1572,1620,112,2,30400
1573,1621,126,1,16700
1574,1621,106,2,150600
1575,1621,153,1,53400
1576,1622,141,1,66200
1577,1623,151,2,6360
1578,1623,121,3,12400
1579,1623,135,1,39200
1580,1624,141,3,66200
1581,1624,143,1,30400
1582,1624,139,1,20000
1583,1625,111,2,21800
1584,1625,143,1,30400
1585,1626,127,1,5300
1586,1626,126,4,15030
1587,1627,125,1,13000
1588,1627,117,1,31700
1589,1627,153,3,53400
1590,1628,134,1,32600
1591,1629,106,2,135540
1592,1629,129,5,29400
1593,1629,126,4,16700
1594,1630,125,3,13000
1595,1630,107,1,154100
1596,1631,126,1,16700
1597,1632,138,2,28200
1598,1632,157,1,11200
1599,1633,125,1,12350
1600,1633,143,2,30400
1601,1633,137,4,14800
1602,1633,103,2,133000
1603,1633,138,1,28200
1604,1634,126,1,16700
1605,1635,135,1,39200
1606,1635,105,2,163700
1607,1635,127,7,5300
1608,1636,135,1,39200
1609,1637,156,3,26800
1610,1637,152,2,42700
1611,1638,128,3,7500
1612,1638,119,1,28000
1613,1638,114,1,17300
1614,1639,137,1,14800
1615,1639,121,3,12400
1616,1640,138,3,28200
1617,1640,101,1,35100
1618,1640,119,3,28000
1619,1641,117,1,31700
1620,1641,102,8,110500
1621,1642,131,1,36900
1622,1643,156,1,26800
1623,1643,132,1,16800
1624,1643,121,2,12400
1625,1644,136,1,25200
1626,1644,126,1,16700
1627,1644,121,1,12400
1628,1645,143,1,27360
1629,1646,126,7,16700
1630,1646,148,2,48800
1631,1647,117,1,31700
1632,1647,107,1,146400
1633,1647,148,6,46360
1634,1648,112,1,30400
1635,1648,133,7,56000
1636,1649,106,1,150600
1637,1649,158,1,29500
1638,1650,118,2,75400
1639,1651,159,1,9000
1640,1651,143,6,30400
1641,1651,156,1,26800
1642,1651,141,2,59580
1643,1652,113,1,74700
1644,1652,156,2,26800
1645,1653,145,2,65000
1646,1653,102,8,110500
1647,1653,126,1,16700
1648,1654,126,1,16700
1649,1654,125,2,13000
1650,1655,143,1,30400
1651,1655,156,5,26800
1652,1656,125,8,13000
1653,1656,158,2,29500
1654,1657,153,1,50730
1655,1658,143,1,30400
1656,1659,154,1,4400
1657,1659,128,4,7500
1658,1660,132,2,16800
1659,1660,125,1,13000
1660,1660,112,1,30400
1661,1661,125,6,13000
1662,1661,159,1,8550
1663,1662,131,3,36900
1664,1662,103,6,133000
1665,1663,151,2,6700
1666,1664,134,1,32600
1667,1665,137,2,14800
1668,1665,104,1,174200
1669,1666,129,2,29400
1670,1666,146,3,47800
1671,1667,138,1,28200
1672,1667,125,1,13000
1673,1667,108,3,29640
1674,1667,148,1,48800
1675,1668,145,1,65000
1676,1669,143,3,30400
1677,1670,104,2,174200
1678,1670,132,1,16800
1679,1670,114,1,17300
1680,1671,154,2,4400
1681,1671,135,2,39200
1682,1671,109,1,133500
1683,1671,152,4,42700
1684,1672,121,3,12400
1685,1672,111,7,20710
1686,1672,133,1,56000
1687,1672,122,1,4770
1688,1673,152,1,42700
1689,1673,156,2,26800
1690,1673,159,5,9000
1691,1674,143,3,27360
1692,1674,139,5,20000
1693,1675,152,2,42700
1694,1675,115,2,27800
1695,1676,154,1,4180
1696,1676,109,2,120150
1697,1676,159,2,9000
1698,1677,105,1,163700
1699,1677,125,2,13000
1700,1678,101,1,35100
1701,1679,128,1,6750
1702,1679,142,1,41200
1703,1680,134,6,32600
1704,1681,114,3,17300
1705,1681,123,1,7100
1706,1681,104,1,174200
1707,1681,143,1,30400
1708,1682,114,1,17300
1709,1682,109,1,133500
1710,1683,129,2,29400
1711,1683,121,8,12400
1712,1683,138,4,28200
1713,1684,136,1,25200
1714,1684,141,2,66200
1715,1685,126,1,16700
1716,1686,156,2,26800
1717,1687,125,2,13000
1718,1688,154,1,4400
1719,1688,121,3,12400
1720,1688,106,1,150600
1721,1688,123,1,7100
1722,1689,131,1,36900
1723,1689,142,2,41200
1724,1690,123,1,7100
1725,1690,101,1,35100
1726,1691,116,1,18800
1727,1691,129,2,29400
1728,1692,126,1,16700
1729,1692,157,1,10080
1730,1693,148,1,48800
1731,1693,125,1,11700
1732,1694,152,2,42700
1733,1694,124,6,3500
1734,1694,142,2,41200
1735,1695,156,2,24120
1736,1695,135,3,39200
1737,1695,148,1,48800
1738,1696,153,1,53400
1739,1696,129,1,29400
1740,1697,109,2,126820
1741,1697,114,2,17300
1742,1698,111,2,21800
1743,1698,114,1,17300
1744,1698,125,8,13000
1745,1699,123,3,7100
1746,1699,126,2,16700
1747,1700,149,2,68210
1748,1700,108,1,31200
1749,1700,107,1,154100
1750,1701,156,2,26800
1751,1701,126,1,16700
1752,1702,125,1,12350
1753,1702,146,3,47800
1754,1703,125,7,12350
1755,1704,125,1,13000
1756,1704,102,1,110500
1757,1704,134,1,32600
1758,1705,119,1,28000
1759,1705,101,1,35100
1760,1705,107,3,154100
1761,1705,145,2,65000
1762,1706,155,2,65170
1763,1706,156,1,26800
1764,1707,135,4,37240
1765,1707,153,1,53400
1766,1708,115,1,27800
1767,1708,137,1,14800
1768,1708,153,1,53400
1769,1708,152,1,42700
1770,1709,125,2,13000
1771,1709,145,1,65000
1772,1709,147,8,74000
1773,1709,115,1,27800
1774,1710,135,2,39200
1775,1710,106,2,150600
1776,1711,125,2,13000
1777,1711,123,3,7100
1778,1711,134,1,32600
1779,1711,128,1,7500
1780,1712,137,1,14800
1781,1712,128,2,7500
1782,1713,119,1,28000
1783,1713,144,2,43800
1784,1714,124,1,3500
1785,1714,146,1,47800
1786,1715,122,1,5300
1787,1715,156,2,26800
1788,1715,107,2,154100
1789,1715,124,3,3500
1790,1716,146,2,47800
1791,1716,134,2,32600
1792,1717,114,3,17300
1793,1717,125,1,12350
1794,1717,146,2,47800
1795,1718,106,1,150600
1796,1718,129,6,29400
1797,1719,134,1,32600
1798,1719,159,1,8550
1799,1719,129,8,29400
1800,1719,143,3,30400
1801,1720,122,3,5300
1802,1720,153,1,53400
1803,1721,112,2,30400
1804,1721,125,4,13000
1805,1722,107,1,154100
1806,1723,108,1,29640
1807,1723,125,4,13000
1808,1724,103,1,133000
1809,1725,107,2,146400
1810,1725,147,1,74000
1811,1726,152,2,42700
1812,1726,141,1,66200
1813,1726,101,2,35100
1814,1726,123,1,7100
1815,1727,107,1,154100
1816,1727,117,1,31700
1817,1728,144,2,43800
1818,1728,145,1,65000
1819,1729,101,2,35100
1820,1729,109,2,133500
1821,1729,127,2,5300
1822,1729,103,3,133000
1823,1730,132,1,16800
1824,1730,152,1,40560
1825,1731,143,2,30400
1826,1731,144,1,43800
1827,1731,159,1,9000
1828,1732,126,1,16700
1829,1732,108,5,31200
1830,1733,121,2,12400
1831,1733,113,1,74700
1832,1734,156,3,26800
1833,1734,152,1,42700
1834,1735,138,1,25380
1835,1735,123,1,7100
1836,1736,114,2,17300
1837,1736,118,1,71630
1838,1736,144,1,43800
1839,1737,152,1,42700
1840,1737,103,2,133000
1841,1737,156,2,26800
1842,1738,135,1,39200
1843,1738,111,1,21800
1844,1739,128,3,7500
1845,1739,129,3,29400
1846,1739,152,1,42700
1847,1740,132,1,16800
1848,1740,126,1,16700
1849,1740,108,1,31200
1850,1740,127,1,5300
1851,1740,125,1,13000
1852,1741,103,1,133000
1853,1741,125,1,13000
1854,1741,119,1,28000
1855,1742,121,1,12400
1856,1743,132,1,16800
1857,1743,128,3,7500
1858,1744,108,2,31200
1859,1744,157,1,11200
1860,1745,125,1,13000
1861,1745,152,2,42700
1862,1746,125,1,13000
1863,1746,122,3,5300
1864,1746,124,1,3500
1865,1747,113,1,74700
1866,1748,121,2,12400
1867,1748,148,2,48800
1868,1749,106,2,150600
1869,1749,115,1,27800
1870,1749,121,3,12400
1871,1750,117,1,31700
1872,1750,133,1,56000
1873,1751,107,1,154100
1874,1751,109,1,133500
1875,1751,145,1,65000
1876,1751,121,1,12400
1877,1752,118,2,75400
1878,1752,101,3,35100
1879,1752,147,3,74000
1880,1753,125,1,13000
1881,1753,126,5,16700
1882,1753,118,3,75400
1883,1753,143,1,30400
1884,1754,122,4,5300
1885,1754,129,2,29400
1886,1755,121,2,11160
1887,1755,103,3,126350
1888,1755,105,4,163700
1889,1756,145,1,65000
1890,1756,125,2,12350
1891,1757,125,3,13000
1892,1757,147,2,74000
1893,1757,144,7,43800
1894,1758,115,1,27800
1895,1758,114,2,17300
1896,1758,141,3,66200
1897,1759,146,3,47800
1898,1759,112,4,30400
1899,1759,109,1,133500
1900,1759,101,1,35100
1901,1760,156,1,26800
1902,1761,154,1,4400
1903,1761,125,2,13000
1904,1762,125,1,13000
1905,1763,149,1,71800
1906,1763,106,1,150600
1907,1763,112,1,30400
1908,1763,156,2,26800
1909,1764,116,1,17860
1910,1765,124,1,3500
1911,1766,152,4,40560
1912,1766,125,1,13000
1913,1766,149,3,64620
1914,1767,111,1,21800
1915,1767,101,6,35100
1916,1768,141,1,66200
1917,1768,122,4,5300
1918,1769,148,1,48800
1919,1769,111,2,21800
1920,1769,153,1,53400
1921,1770,121,1,12400
1922,1770,154,2,4400
1923,1770,101,6,31590
1924,1770,152,1,42700
1925,1771,152,1,42700
1926,1772,138,2,28200
1927,1772,121,2,12400
1928,1772,126,3,16700
1929,1772,156,1,26800
1930,1773,114,3,15570
1931,1773,105,2,163700
1932,1773,107,1,154100
1933,1774,127,1,5300
1934,1775,121,2,12400
1935,1775,125,2,13000
1936,1776,147,3,74000
1937,1776,158,1,29500
1938,1776,101,1,35100
1939,1777,158,1,29500
1940,1777,124,2,3500
1941,1778,127,1,5300
1942,1778,121,1,11780
1943,1778,159,1,9000
1944,1779,125,4,13000
1945,1779,101,2,35100
1946,1779,133,1,56000
1947,1780,156,4,26800
1948,1781,151,1,6700
1949,1781,153,1,53400
1950,1782,127,1,5300
1951,1782,147,2,74000
1952,1782,129,1,29400
1953,1783,138,2,28200
1954,1783,152,1,42700
1955,1783,114,8,17300
1956,1784,154,3,4400
1957,1785,107,2,154100
1958,1785,156,2,26800
1959,1785,101,8,35100
1960,1786,126,4,16700
1961,1786,108,1,31200
1962,1787,134,4,32600
1963,1787,115,2,27800
1964,1787,122,1,5300
1965,1788,118,2,75400
1966,1788,121,1,12400
1967,1788,141,2,66200
1968,1788,128,2,7500
1969,1789,152,1,42700
1970,1790,116,1,18800
1971,1790,137,1,14800
1972,1791,127,4,5300
1973,1791,105,3,163700
1974,1792,143,5,30400
1975,1792,125,2,13000
1976,1793,115,1,27800
1977,1794,158,3,29500
1978,1794,105,2,163700
1979,1795,107,2,154100
1980,1795,147,2,74000
1981,1796,123,4,7100
1982,1796,135,2,39200
1983,1796,134,3,32600
1984,1797,124,3,3500
1985,1797,145,4,65000
1986,1797,121,2,12400
1987,1798,101,7,33340
1988,1798,133,2,56000
1989,1799,116,1,18800
1990,1799,151,8,6700
1991,1799,121,2,12400
1992,1800,129,2,29400
1993,1801,145,1,61750
1994,1801,147,2,74000
1995,1802,114,1,17300
1996,1802,152,1,42700
1997,1802,106,1,150600
1998,1802,143,2,30400
1999,1803,121,2,12400
2000,1803,107,2,154100
2001,1803,136,1,23940
2002,1804,152,1,42700
2003,1805,107,3,154100
2004,1805,125,4,13000
2005,1805,152,3,42700
2006,1806,108,1,31200
2007,1807,143,1,30400
2008,1807,114,1,17300
2009,1808,152,1,42700
2010,1809,159,1,9000
2011,1810,124,1,3500
2012,1810,132,3,16800
2013,1810,154,3,4400
2014,1811,128,3,7500
2015,1811,105,2,155520
2016,1811,143,1,30400
2017,1812,114,4,17300
2018,1812,123,1,7100
2019,1813,126,4,15860
2020,1813,125,1,13000
2021,1813,138,1,28200
2022,1814,103,2,133000
2023,1815,143,4,30400
2024,1815,142,1,41200
2025,1815,126,1,16700
2026,1816,152,1,42700
2027,1817,142,5,41200
2028,1817,121,1,12400
2029,1818,135,2,39200
2030,1818,127,2,5300
2031,1819,111,1,21800
2032,1819,141,4,66200
2033,1819,126,2,16700
2034,1820,121,2,12400
2035,1820,106,1,150600
2036,1821,114,2,17300
2037,1821,159,5,9000
2038,1821,138,7,25380
2039,1822,157,7,11200
2040,1822,127,1,5300
2041,1822,101,1,35100
2042,1822,124,3,3500
2043,1823,128,1,7500
2044,1823,153,1,48060
2045,1823,142,1,41200
2046,1824,121,1,12400
2047,1824,107,3,154100
2048,1824,128,2,7500
2049,1825,125,1,13000
2050,1825,105,1,163700
2051,1825,129,3,29400
2052,1826,147,1,74000
2053,1826,154,1,4400
2054,1826,141,2,66200
2055,1827,126,1,16700
2056,1827,107,1,138690
2057,1827,119,1,28000
2058,1828,121,1,12400
2059,1828,126,1,16700
2060,1828,147,2,74000
2061,1828,112,1,28880
2062,1829,121,3,12400
2063,1829,118,2,75400
2064,1830,126,1,16700
2065,1830,142,1,41200
2066,1830,101,2,35100
2067,1831,101,1,35100
2068,1831,123,3,7100
2069,1831,154,1,4400
2070,1832,155,2,68600
2071,1832,122,3,5300
2072,1833,143,3,30400
2073,1833,154,8,4400
2074,1833,114,1,17300
2075,1833,156,1,26800
2076,1834,101,1,35100
2077,1834,145,1,65000
2078,1834,107,2,154100
2079,1834,143,2,30400
2080,1835,114,1,17300
2081,1835,152,1,42700
2082,1835,111,2,20710
2083,1836,105,2,163700
2084,1836,111,2,21800
2085,1836,151,2,6030
2086,1837,145,6,65000
2087,1837,143,3,30400
2088,1837,101,2,35100
2089,1838,107,1,154100
2090,1838,118,1,75400
2091,1839,102,1,110500
2092,1839,113,5,74700
2093,1839,126,2,16700
2094,1840,156,1,26800
2095,1840,121,3,12400
2096,1840,106,1,150600
2097,1841,127,3,5300
2098,1841,102,1,110500
2099,1842,125,2,13000
2100,1843,119,1,28000
2101,1843,159,1,9000
2102,1843,125,4,13000
2103,1844,152,1,42700
2104,1844,121,2,12400
2105,1844,101,3,35100
2106,1845,156,1,26800
2107,1845,122,1,5300
2108,1845,121,1,12400
2109,1846,107,2,154100
2110,1846,111,2,21800
2111,1847,122,1,5300
2112,1847,136,2,22680
2113,1847,108,3,31200
2114,1847,106,1,150600
2115,1847,105,6,163700
2116,1848,138,1,28200
2117,1848,114,1,17300
2118,1848,144,1,43800
2119,1848,127,3,5300
2120,1849,143,2,27360
2121,1849,152,3,42700
2122,1850,103,1,133000
2123,1851,156,3,26800
2124,1851,114,1,17300
2125,1851,102,1,110500
2126,1851,133,1,56000
2127,1852,122,3,5300
2128,1852,128,4,7500
2129,1852,135,1,39200
2130,1852,143,1,30400
2131,1853,129,2,29400
2132,1853,159,8,9000
2133,1853,121,3,12400
2134,1854,153,1,53400
2135,1854,102,4,110500
2136,1855,138,4,26790
2137,1855,157,8,11200
2138,1855,117,1,31700
2139,1856,158,7,29500
2140,1856,153,6,53400
2141,1857,114,4,17300
2142,1857,159,1,8100
2143,1857,121,1,12400
2144,1858,154,7,4400
2145,1858,121,3,12400
2146,1859,146,2,47800
2147,1859,122,1,5300
2148,1859,118,1,75400
2149,1860,117,1,30120
2150,1860,126,2,16700
2151,1860,105,1,163700
2152,1860,148,1,48800
2153,1861,102,2,110500
2154,1861,129,2,26460
2155,1861,157,2,10080
2156,1862,143,2,30400
2157,1862,103,1,133000
2158,1862,123,1,7100
2159,1862,138,2,28200
2160,1863,152,4,42700
2161,1863,123,2,7100
2162,1863,125,2,13000
2163,1864,152,1,42700
2164,1865,151,1,6700
2165,1865,114,1,16440
2166,1865,123,1,6740
2167,1866,119,3,26600
2168,1866,143,5,30400
2169,1867,145,2,65000
2170,1868,157,1,11200
2171,1868,127,1,5300
2172,1868,143,2,30400
2173,1869,107,2,154100
2174,1869,143,3,30400
2175,1869,123,2,7100
2176,1869,153,3,53400
2177,1870,121,1,12400
2178,1870,152,3,42700
2179,1871,156,1,26800
2180,1871,108,3,31200
2181,1871,101,1,35100
2182,1871,125,1,13000
2183,1872,125,1,13000
2184,1872,141,2,66200
2185,1873,126,4,16700
2186,1873,125,1,13000
2187,1873,107,2,154100
2188,1874,119,1,28000
2189,1874,121,1,12400
2190,1875,112,3,30400
2191,1875,156,3,26800
2192,1876,114,2,17300
2193,1876,121,2,12400
2194,1877,154,1,4400
2195,1877,142,1,41200
2196,1877,129,1,29400
2197,1878,126,2,15860
2198,1878,124,2,3500
2199,1878,154,3,3960
2200,1879,109,2,133500
2201,1879,101,1,35100
2202,1879,122,1,5300
2203,1880,107,1,154100
2204,1880,156,2,26800
2205,1880,132,2,16800
2206,1881,115,8,26410
2207,1881,108,4,31200
2208,1881,117,1,31700
2209,1882,117,2,31700
2210,1882,156,1,24120
2211,1882,124,2,3500
2212,1883,117,2,31700
2213,1883,143,1,30400
2214,1884,101,1,35100
2215,1884,118,1,67860
2216,1884,129,1,29400
2217,1884,132,1,16800
2218,1885,103,1,133000
2219,1885,121,2,11160
2220,1885,102,1,110500
2221,1885,125,1,13000
2222,1886,127,6,5300
2223,1887,101,4,35100
